,0,1,2,3
1124,"하루 20분, 컬쳐 리스닝 픽업",경복궁 석굴암 수원화성 등 우리에게 평소 익숙한 문화재를 통해 듣기 실력을 향상시켜주는 좋은 연수였습니다. 방학하면서 어학연수 종류 중에 고민했는데 하루 20분 시간도 부담안되고 딱좋았습니다. 주변에 널리널리 안내할게요!,5점,2022.07.26
1125,30시간 기초영어 회화 핵심표현 Real Speaking,기초영어 실력을 키우는데 좋습니다.,5점,2022.07.26
1126,성호쌤과 함께하는 랜선 박물관 여행,코로나 상황에서 여행하기 쉽지 않은데 여행 기분도 누릴 수 있는 뜻밖의 고마운 연수네요. 시원한 대청마루에 앉아 박물관 곳곳을 여행하는 맛! 여름을 이기고 아니 여름을 즐길 수 있는 최고의 연수입니다.,5점,2022.07.26
1127,세상에서 제일 쉬운 과학 이야기,"어렵다고만 느껴지던 과학을 정말 편하게 재미있게 연수들었습니다.
연수에서 들은 여러이야기를 아이들에게 술술 해주면서 아이들도 과학을 어렵다고 느끼지않게 가르쳐보겠습니다.",5점,2022.07.25
1128,고수들의 중국어 수업 지도법 엿보기,"고등학교 수업 시간에 활용할 수 있는 수업법과 재미있는 수업 활동 내용을 배울 수 있을까 싶어서 신청하여 수업을 들었었습니다.

그런데 이 강의는 중등학교보다는 초등 학생들을 가르치는 교사들에게 더 적합한 강의가 아닐까 하는 생각이 들었습니다.

그리고 제가 기대했던 내용과는 약간의 차이가 있어서 조금 아쉬운 부분이 있었습니다.

그래도 열정적으로 강의해주시는 분들의 모습은 보기 좋았습니다.",3점,2022.07.25
1129,스토리텔링을 활용한 초등수학 수업,"얕게 알아 걱정이었던 수학 주제에 대해 이론과 지도방법을 찬찬히 알려주셔 많이 배울 수 있었습니다!
또한, 실제 수업에서 활용할 수 있는 스토리텔링 애니메이션을 제시해주셔서 도움이 됩니다!
거기다 스토리텔링 이용한 실제 수업 사례 장면까지 보여주시니, 이해가 바로 갔습니다^^
이론과 적용을 모두 갖춘 스토리텔링 활용 수학 수업 연수 참 좋았습니다! 감사합니다^^",5점,2022.07.25
1130,[2022학년도 입시전략 특강] 대학진학은 전략싸움이다!,"더 좋은 교사가 되고 싶다면 유능이 기본,
학생들에게 더 멋진 교사가 될 수 있는 좋은 전략이 가득한 연수입니다.

적극 추천합니다.",5점,2022.07.25
1131,이것이 진짜! 코로나19 이후 경제전망,"급변하는 상황에서 선생님들, 정말 힘드셨을텐데요,
실생활에서도 교사들에게 경제적으로 유익한 정보를 주고,
경제적 안목을 기를 수 있는 좋은 시간이었습니다.

고민하지 않고, 선택하셔도 될 것 같아요!",5점,2022.07.25
1132,수업을 살리는 꿀팁 레시피,수업과 관련하여 도움이 될만한 것을 알려주셔서 학생들과 수업을 하며 적용할 수 있어서 좋았습니다.,5점,2022.07.25
1133,수업을 살리는 놀이 레시피,올해 3학년을 하면서 아이들이 수업내용을 너무 어려워했어요. 코로나 시작부터 학교생활이 원활하게 이루어지지 않아서인지 세분화된 교과 적응에 어려움이 많습니다. 어떻게하면 잘 이해하도록 도울까 하는 고민을 가지고 선택한 연수입니다. 단원이 끝날때마다 수업 레시피를 적용하고 응용해보니 아이들이 즐거워하고 오래 기억하네요. 다른 학년에서도 적용해보면 참 좋을 것 같습니다. 2학기에도 놀이를통한 수업을 계속해 볼 생각입니다. 좋은 연수 감사드립니다.,5점,2022.07.25
1134,저자가 알려주는 수학 교과서 100% 활용하기 (초등 3~4학년),"2015 개정 교육과정 적용된 3,4학년 교과서를 활용하면서 좀 더 제대로 활용할 수 없을까 하는 생각을 했었는데, 그런 생각을 하고 있는 중에 듣게 된 저자가 알려주는 교과서 활용 연수입니다. 너무너무 많은 도움이 되었고, 학교에서 사용하고 있는 교과서를 적절하게, 효과적으로 사용할 수 있는 방법을 알려주셔서 엄청 도움이 되었습니다.
너무너무 도움되는 연수입니다~^^",5점,2022.07.25
1135,스토리텔링을 활용한 초등수학 수업,아이들에게 수학수업을 좀 더 즐겁게 배우게 할 수 있는 좋은 연수였습니다,5점,2022.07.25
1136,알리바바 중국어 초급,중국어 기초부터 차근차근 알려주어 혼자서도 쉽게 익할 수 있어요,5점,2022.07.25
1137,SNS 잉글리시 톡,실생활에서 바로바로 써 먹을 수 있는 연수예요. 도움이 됐어요,5점,2022.07.25
1138,메이슨의 Travel English,기초적인 영어 표현을 반복해서 학습할 수 있어서 영어 실력이 없는 저에게 많은 도움이 되는 연수였던 것 같습니다. 올해 겨울 쯤에는 공부한 표현들을 실습할 수 있었으면 좋겠습니다^^,5점,2022.07.25
1139,정훈쌤의 뚝딱 칼림바,칼림바를 처음 접하고 익숙하지 않아 힘들었지만 쉽고 핵심을 짚어주는 강의에 힘을 얻어 연수를 들었습니다. 물론 진도가 나가면서 스스로 연습해야 하는 부분이 늘어남은 있었만 방학인 지금 아직도 진행되고 있는 연수라는 생각이 듭니다. 왜냐면 이 연수의 복습과 유**을 통해서 업드레이드 시키려고 계속 하게 되니까요. 요즘 칼림바를 하는 아이들이 많아져 학교에서도 아이들과 대화 주제로도 좋습니다.,5점,2022.07.25
1140,7인의 전문의와 함께하는 메디컬 콘서트,"평소에 영양보충제에 관해 궁금한 점이 많았었는데, 이번 연수를 통해 많은 것을 알게 되었습니다. 매 차시 강의 말미에 있는 요가 강의도 많은 도움이 되었습니다.",5점,2022.07.25
1141,메이슨의 패턴잉글리쉬,오랜만에 영어 교담을 하게 되어서 영어 공부를 할 겸 연수를 신청하였습니다. 생활속에서 익히는 여러가지 문장을 여러번 패턴으로 연습하니 기억하기 쉽고 바로 활용 할 수 있어서 좋았습니다. 실제 회화 중심으로 구성되엇 생활 표현을 많이 익힐 수 있었습니다.,5점,2022.07.25
1142,당장 따라 할 수 있는 사계절 학급운영+이벤트,"작년 교담을 하고 저학년을 해서 중학년을 오랜만에 해보게되어서 연수신청을 하였습니다. 연수 내용이 2월 준비하는 시기부터 12월 마무리하는 시기로 내용이 구분되어 있어서 참 좋았습니다. 당장 써 먹을 수 있고, 예시로 보여주셔서 바로 활용할 수 있었습니다.",5점,2022.07.25
1143,당장 따라 할 수 있는 사계절 학급운영+이벤트,열정적인 두 분 선생님이 3월부터 시작하는 학교 생활에 필요한 정보를 월별로 자세히 안내해 주었어요. 연수 순서대로 따라 들으면서 필요한 정보를 달력에 정리해 두면 도움 많이 됩니다. 잘 들었습니다. 감사합니다.,5점,2022.07.25
1144,기후변화 이야기,"환경이 중요하다는 이야기는 수없이 많이 들어왔지만,기후변화의 원인이 무엇인지, 지구가 어떻게 아파하고 있는지 자세히 설명 들었던 적은 없었어요. 이 연수는 기후 변화의 정의부터 출발해서 이해하기 쉽게 현상에 대한 원인까지 설명해주고 있어서 더 와닿았어요. 의미있는 시간이었습니다.",5점,2022.07.25
1145,왕초보를 위한 캘리그래피,우선 강사 선생님과 수강자 역할 선생님이 온라인으로 수업을 진행해가는 형식의 강의였습니다. 강의가 대체로 편안한 분위기에서 진행되어 좋았습니다. 캘리그래피를 활용한 소품 제작도 수업 시간에 활용해 볼 수 있을 것 같았습니다. 복습을 통해 글씨 연습을 많이 해야 선생님 비슷하게 쓸 수 있을 것 같단 생각이 들었습니다. 부담없이 들을 수 있어 좋았습니다.,5점,2022.07.25
1146,정훈쌤의 뚝딱 칼림바,처음에 칼림바 연수를 신청할 때 칼림바라는 악기를 처음 들었기도 했고 사용을 해본적이 없어서 연수 신청한 것을 잠깐 후회한 적도 있었지만 막상 연수를 들어보니 초보자들도 칼림바 만큼 배우기가 쉬운 악기도 없다는 걸 알게 되었습니다. 그리고 이 연수가 무엇보다 좋은 것은 연수 신청시 칼림바와 악보를 연수원에서 무상으로 보내주어서 기쁨이 배가 되어 더 열심히 연수를 받게 되었습니다. 연수 내용도 칼림바의 구조와 처음 시작할 때 튜닝하는 방법을 손 쉽게 알려주고 단계별로 연주하는 방법을 세세하고 자세히 알려주어서 15시간이라는 이 짧은 시간에 칼림바 연주를 거의 중급 수준으로 할 수 있게 되었습니다. 물론 이 연수를 계기로 우리 반 학생들에게 칼림바를 가르치게 되었고 학생들이 매우 좋아했습니다. 지금은 칼림바가 제 일종의 분신이 되었네요 방과후에 교실에서 종종 칼림바를 연주하면서 내 마음을 다스리고 있습니다. 칼림바를 배우고자 하는 선생님들에게 꼭 이 연수를 추천해 드리고 싶네요 한번 도전해 보세요 선생님들도 쉽게 할 수 있습니다. 좋은 연수 항상 감사합니다~,5점,2022.07.25
1147,초등 선생님을 위한 토닥토닥 공감교실 만들기 노하우,공감해주어야 힌다는 걸 알지만 실제현장에서 공감을 실천하기가 어렵고 힘들었어요. 구체적인 방법도 모르겠고 난 공감을 한다고 말하거나 행행하지만 상대에게는 전혀 공감받지 못하는 상황이 자주 벌어지거든요. 아이들에게 구체적으로 차근차근 지도하고 실제상황처럼 연습하는 기회를 많이 가지다보니 점점 공감교실이 되어가는 것 같아요. 공감교실 노하우 연수로 도움이 많이 되었어요.,5점,2022.07.25
1148,신병주 교수의 왕으로 산다는 것,역사저널 그날에서 팬이 된 신병주 교수님 강의를 티셀파에서 만날 수 있어 정말 좋았습니다. 왕으로 산다는 것은 많은 책무를 안고 살아가는 무거운 길이라는 걸 깨닫기도 했습니다. 앞으로도 통찰력 있는 역사인식과 스토리텔링이 결합된 이런 강의가 더 많아졌으면 좋겠습니다^^,5점,2022.07.25
1149,한 번에 끝내는 법정연수 1,"여러 법정연수를 하나씩 들어야 하는데 이번 티셀파 연수는 한번에 들을 수 있어서 정말 편리했습니다.
법정연수를 편리하게 한번에 들을 수 있어서 최곱니다.^^",5점,2022.07.25
1150,스토리텔링을 활용한 초등수학 수업,"미리보기에서 손으로 하는 구구단에 흥미를 느껴 이 강의를 들었습니다.
아이들과 같이 수업을 해 보니 재미있어 하고 즐거운 수업시간이 되었습니다.재미있게게 잘 들었습니다.",5점,2022.07.25
1151,한 번에 끝내는 법정연수 1,"매년 꼭 들어야 하는 연수를 이렇게 모아서 무료로 제공해 주셔서 너무 감사합니다. 번거롭게 이것 저것 찾지 않아도 되구요, 연수 내용도 알차고 좋은 것 같아요. 한꺼번에 해결할 수 있도록 연수를 제공해주셔서 너무 감사드립니다.",5점,2022.07.21
1152,"기후 변화 이야기, 교실에 오다","기후변화 이야기를 듣고 다소 어려운 감이 있어서 기후변화 이야기를 교실에서 활용할 수 있는 연수를 신청하게 되었습니다. 아이들이 이해할 수 있고 교사인 저도 쉽게 활용할 수 있는 연수여서 좋았던 것 같아요. 그리고, 우리 생활에서 꼭 실천해야 할 것들을 알려주어서 나름 반성이 되는 시간이기도 했습니다. 알찬 연수 감사드립니다.",5점,2022.07.21
1153,"나이와 신분을 초월한 독립운동, 그 현장을 읽다","무명의 많은 위대한 인물, 의병을 이끈 지역의 인물들에 대해 대강의 내용이라도 알게 되어 참 유익하였습니다.",5점,2022.07.20
1154,"과학저술가 정인경, 이지유와 함께하는 신나는 과학수다","두 선생님의 케미가 정말 좋습니다.
전공 분야가 다르니까 자신의 분야에 대하여 설명하고, 다른 선생님은 상대의 의견에 동의하면서 강의를 진행하셔서 재밌게 강의를 들을 수 있어서 정말 좋았습니다.
문과인 저에게 과학 상식을 쌓는 데 상당히 도움이 되었습니다.
학생들이 들으면 좋겠다고 생각되는 “신나는 과학수다“ 강의를 들려주었더니, 상당히 공감하고 실천을 다짐하는 모습을 보고 저도 뿌듯했습니다.
후손에게 빌려 쓰고 있는 지구를 위해서 우리가 할 일에 대해 수업 중에 학생들과 토론을 하기도 했습니다. 그 후에는 분리수거도 더 적극적으로 하고, 빈 교실 불도 끄고, 에어컨 온도도 스스로 조절하더군요. 예전에는 각 반이 경쟁하듯 온도를 낮춰서 전원이 차단되기도 했거든요.

저에게는 큰 도움이 되는 강의여서 방학 동안에 강의 들으시면 참 좋을 것 같아서 추천합니다.",5점,2022.07.20
